Root Domain,company,Image Url 1,Link to Product Page,Sentence1,Sentence2,Model Number,job titles,Contact Email,Response
innovamed.com,INNOVA,https://innovamed.com/wp-content/uploads/2022/05/Images_for_Innova_website_Part13_28__95155__16552.1652133080.1280.1280-370x370.png,https://innovamed.com/products/heine-omega-sigma-bio-hard-carrying-case/,I was browsing through your site and came across one of your products: heine omega/sigma bio hard carrying case,"That comes with foam inserts, right?",(model number: bi3hec7900000 ),owner,contact@innovamed.com,contact@innovamed.com
angelusmedical.com,Angelus Medical & Optical,https://angelusmedical.com/cdn/shop/products/Stainless-Steel-Sterilization-Box-scaled_720x.jpg?v=1653332527,https://angelusmedical.com/products/stainless-steel-sterilization-case-used,I was browsing through your site and came across one of your products: stainless steel sterilization case (used),"That comes with an aluminum case, right?",(model number: AUAC-033815 ),owner,info@angelusmedical.com,info@angelusmedical.com
us.tobiidynavox.com,Tobii Dynavox,https://us.tobiidynavox.com/cdn/shop/files/TD-Carry-Case_825x675_1_1200x.png?v=1724143376,https://us.tobiidynavox.com/products/carrying-case,I was browsing through your site and came across one of your products: carrying case,"That comes with a soft-sided case, right?",,owner,info@tobiidynavox.com,info@tobiidynavox.com
ocularinc.com,Ocular Instruments,https://ocularinc.com/media/catalog/product/cache/1/image/265x265/17f82f742ffe127f42dca9de82fb58b1/o/i/OIVS-C_20.jpg,https://ocularinc.com/ocular-inverter-vitrectomy-system-carrying-case.html,I was browsing through your site and came across one of your products: ocular inverter vitrectomy system carrying case,"That comes with a plastic case, right?",(model number: OIVS-C ),owner,contact@ocularinc.com,contact@ocularinc.com
essilorinstrumentsusa.com,Essilor Instruments,https://www.essilorinstrumentsusa.com/wp-content/uploads/2017/03/Trial-Case.jpg,https://www.essilorinstrumentsusa.com/product/trial-lens-set-260-pcs/,I was browsing through your site and came across one of your products: ess260 trial lens set 260 pcs,"That comes with an aluminum case, right?",(model number: ESS260 ),owner,No explicit generic contact email found on the website.,No explicit generic contact email found on the website.
volk.com,Volk Optical,https://www.volk.com/cdn/shop/files/Group170.png?v=1691406167,https://www.volk.com/products/multi-lens-case-accessories,I was browsing through your site and came across one of your products: multi lens case,"That comes with a case with foam inserts, right?",,owner,volk@volk.com,volk@volk.com
ptsdiagnostics.com,PTS Diagnostics,https://www.ptsdiagnostics.com/wp-content/uploads/2019/07/PV-CCPlus-Kit-on-Red.png,https://www.ptsdiagnostics.com/point-of-care-testing/,I was browsing through your site and came across one of your products: a1cnow test system,"That comes with a case with foam inserts, right?",(model number: 3024 ),owner,orders@ptsdiagnostics.com,orders@ptsdiagnostics.com
edan.com,Edan Instruments,https://www.edan.com/Uploads/20191105025217_803910.png,https://www.edan.com/product/m/PM_iM_Series_(iM80/70/60/50).html,I was browsing through your site and came across one of your products: pm im series,"That comes with a soft-sided case, right?",(model number: iM80/70/60/50 ),owner,info@edan.com,info@edan.com
hometherapies.freseniusmedicalcare.com,Fresenius Medical Care,https://hometherapies.freseniusmedicalcare.com/content/dam/home-therapies/travel-and-lifestyle/traveling-with-pd/desktop/TravelPD_headerimage_2.jpg,https://hometherapies.freseniusmedicalcare.com/travel-lifestyle/travel-pd/,I was browsing through your site and came across one of your products: fresenius liberty select cycler,"That comes with a plastic case, right?",,owner,info@nxstage.com,info@nxstage.com
cnmeditech.com,Nanjing Kaihong Healthcare,https://www.cnmeditech.com/data/watermark/20211231/61ce9855418ef.jpg,https://www.cnmeditech.com/portable-endoscopy-unit/medical-portable-hd-endoscopy-unit-endoscopy-camera-system-with-light-source.html,I was browsing through your site and came across one of your products: medical portable hd endoscopy unit,"That comes with foam inserts and an aluminum case, right?",(model number: CNME05R0101 ),owner,meditech@cn-meditech.com,meditech@cn-meditech.com
navaophthalmic.com,Nava Ophthalmic,https://navaophthalmic.com/wp-content/uploads/2017/06/445-Welch-Allyn-Spot-Vision-Screener-VS100-with-Carry-Case.jpg,https://navaophthalmic.com/product/welch-allyn-vs100/,I was browsing through your site and came across one of your products: welch allyn spot vision screener,"That comes with a soft-sided case and foam insert, right?",(model number: VS100 ),owner,sales@navaophthalmic.com,sales@navaophthalmic.com
oertli-instruments.com,Oertli Instrumente AG,https://www.oertli-instruments.com/images/operationsplattformen/catarhex3/zubehoer/208/image-thumb__208__content_image/cr3_zubehoer.938e4ced.png,https://www.oertli-instruments.com/en-us/surgical-platforms/catarhex-3/machine-technology/accessories,I was browsing through your site and came across one of your products: carrying case,"That comes with a soft-sided case, right?",(model number: VE820003 ),owner,info@oertli-instruments.com,info@oertli-instruments.com
zdmedimage.com,ZD Medical Inc.,http://www.zdmedimage.com/uploadfile/202207/28/6d977da276c6a510919ba3699a6fefcf_thumb.jpg,https://www.zdmedimage.com/new-veterinary-wounds-emergency-cutter-portable-medical-emergency-device_p23.html,I was browsing through your site and came across one of your products: new veterinary wounds emergency cutter portable medical emergency device,"That comes with an aluminum case and foam inserts, right?","(model number: ZD-SF-403, ZD-SF-404 )",owner,sales@zd-med.com,sales@zd-med.com
amdtelemedicine.com,AMD Global Telemedicine,https://amdtelemedicine.com/wp-content/uploads/2020/09/box.jpg,https://amdtelemedicine.com/product/clinical-exam-applications/,I was browsing through your site and came across one of your products: agnes connect,"That comes with foam inserts, right?",,owner,info@amdtelemedicine.com,info@amdtelemedicine.com
hyvisionstar.com,Vision Star,https://www.hyvisionstar.com/wp-content/uploads/2022/06/glasses-box-5-1.jpg,https://www.hyvisionstar.com/product/linen-glasses-sunglasses-case-for-adults-and-students,I was browsing through your site and came across one of your products: linen glasses sunglasses case for adults and students,"That comes with a woven case, right?",,owner,sales@hyvisionstar.com,sales@hyvisionstar.com
xylem.com,Xylem Inc.,https://www.xylem.com/siteassets/brand/ysi/product-images/exo1-hard-sided-wheeled-carrying-case.jpg?width=465&height=465&quality=65&rmode=boxpad&bgcolor=ffffffff&format=webp,https://www.xylem.com/en-so/products--services/analytical-instruments-and-equipment/accessories/exo1-hard-sided-wheeled-carrying-case/,I was browsing through your site and came across one of your products: ysi exo1 hard-sided wheeled carrying case,"That comes with plastic case, right?",(model number: EXO1 ),owner,info@xylem.com,info@xylem.com
medikrebs.com,Medikrebs Corp,https://medikrebs.com/cdn/shop/products/GS272COMBINEDWITHBACKGROUND_1024x1024.png?v=1589225517,https://medikrebs.com/products/aluminum-sterilization-tray-case-with-double-filter-holder-18-x-11-x-5-46-x-28-x-13-cm-surgical-instruments,I was browsing through your site and came across one of your products: aluminum sterilization tray case with double filter holder,"That comes with aluminum case(s), right?",(model number: GS272 ),owner,info@medikrebs.com,info@medikrebs.com
gulmahersurgico.com,Gulmaher Surgico,https://gulmahersurgico.com/image/cache/catalog/Holloware/instruments-box-320x320.jpg.webp,https://gulmahersurgico.com/instrument-box-lid-without-knob,"I was browsing through your site and came across one of your products: instrument box, lid wo/knob","That comes with aluminum cases, right?",(model number: 165 x 90 x 35mm ),owner,info@gulmahersurgico.com,info@gulmahersurgico.com
marinamedical.com,"Marina Medical Instruments, Inc.",https://marinamedical.com/wp-content/uploads/2018/12/190-400-Cartilage-Morselizer-small2-300x300.jpg,https://marinamedical.com/,I was browsing through your site and came across one of your products: w&h lexa sterilizer,"That comes with an aluminum case, right?",(model number: 90000284 ),owner,info@marinamedical.com,info@marinamedical.com
store.upsurgeon.com,UpSurgeOn,https://store.upsurgeon.com/cdn/shop/files/Group_516816.jpg?v=1729171217&width=1445,https://store.upsurgeon.com/products/cranial-approaches-collection/,I was browsing through your site and came across one of your products: cranial series,"That comes with a plastic case, right?",,owner,info@stagheaddesigns.com,info@stagheaddesigns.com
jedmed.com,JEDMED,https://www.jedmed.com/cdn/shop/products/portablephazr_38b06a0e-e584-4fdc-9c52-cb06da016731.jpg?v=1425075615,https://www.jedmed.com/collections/portable-fees-system,I was browsing through your site and came across one of your products: phazr portable stroboscopy,"That comes with foam inserts and a soft-sided case, right?",,owner,info@jedmed.com,info@jedmed.com
dowelldentalproducts.com,DoWell Dental Products,http://dowelldentalproducts.com/cdn/shop/products/s1261p_dowellautoclavableplasticlargecassette-3stackabletrays_0.png?v=1598253209,https://dowelldentalproducts.com/products/dental-instruments-cassettes-dowell-autoclavable-plastic-large-cassette-s1261p,I was browsing through your site and came across one of your products: dowell autoclavable plastic large cassette,"That comes with a plastic case, right?",(model number: s1261p ),owner,sales@dowelldentalproducts.com,sales@dowelldentalproducts.com
baileyinstruments.co.uk,Bailey Instruments,https://baileyinstruments.co.uk/cdn/shop/files/NEU1501-GALLERY-min.jpg?v=1733839776,https://baileyinstruments.co.uk/products/neurothesiometer-unit-with-battery,I was browsing through your site and came across one of your products: neurothesiometer unit with battery,"That comes with an ATA case, right?",(model number: NEU1501 ),owner,sales@baileyinstruments.co.uk,sales@baileyinstruments.co.uk
slicksurgical.com,Slick Surgico,https://slicksurgical.com/wp-content/uploads/ENT-Diagnostic-Set-in-Zipper-Case.jpg,https://slicksurgical.com/shop/ent-diagnostic-set-in-zipper-case/,I was browsing through your site and came across one of your products: ent diagnostic set in zipper case,"That comes with a case with foam inserts, right?",(model number: SS-S-147 ),owner,support@slicksurgical.com,support@slicksurgical.com
premiuminstruments.net,Premium Instruments,https://www.premiuminstruments.net/image/cache/catalog/products/powered%20kits/otoscope/Black/IMG_0413-550x550w.JPG,https://www.premiuminstruments.net/index.php?route=product/product&product_id=398,I was browsing through your site and came across one of your products: dermatoscope,"That comes with a plastic case, right?",(model number: dermatoscope ),owner,info@premiuminstruments.net,info@premiuminstruments.net
ricasurgical.com,RICA Surgical Products,https://www.ricasurgical.com/asccustompages/uploadedfiles/thumbnails/CP778DK2NqpNBWdpgnFiMvy.png,https://www.ricasurgical.com/SteriBest.asp,I was browsing through your site and came across one of your products: steribest micro instrument tray,"That comes with foam inserts, right?",(model number: CP614 ),owner,customerservice@ricasurgical.com,customerservice@ricasurgical.com
instrumentarium.ca,Instrumentarium,https://www.instrumentarium.ca/media/catalog/product/cache/3961f80f1a761c8f8cc2e039b2d2f299/q/e/qed_4452.jpg,https://www.instrumentarium.ca/ca_en/system-carrying-case-qed-4451.html,I was browsing through your site and came across one of your products: system carrying case,"That comes with foam inserts, right?",(model number: QED.4452 ),owner,info@instrumentarium.ca,info@instrumentarium.ca
georgetiemann.com,George Tiemann,https://www.georgetiemann.com/prodimg/highres/126_CASE.jpg,https://www.georgetiemann.com/layout.asp?include=browse&cat1=2383&cat2=40566,I was browsing through your site and came across one of your products: hoke sterilizing rack,"That comes with aluminum cases, right?",,owner,No generic contact email found on the website.,No generic contact email found on the website.
brsurgical.com,BR Surgical,https://brsurgical.com/wp-content/uploads/2021/04/BR82-13021.jpg,https://brsurgical.com/product/container/,I was browsing through your site and came across one of your products: container,"That comes with aluminum cases, right?","(model number: BR82-13001, BR82-13011, BR82-13021, BR82-13071, BR82-13081 )",owner,info@brsurgical.com,info@brsurgical.com
tedansurgical.com,TeDan Surgical Innovations,https://tedansurgical.com//images/product_groups_images/image_file/8532-1587815718-1_ls-0700.jpg,https://tedansurgical.com/instrument-tray-ls-1700-1701?ctst=1601719307,I was browsing through your site and came across one of your products: phantom ls instrument tray,"That comes with aluminum cases, right?",(model number: ls-1700 & 1701 ),owner,info@tedansurgical.com,info@tedansurgical.com
